Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Heart failure	C0018801	CCR7	1236	P32248	C-C motif chemokine receptor 7		193	0.477	0.759	0.052849	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CNN1	1264	P51911	calponin 1	cytoskeletal protein	13	0.762	0.207	0.10733	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	CD69	969	Q07108	CD69 molecule		83	0.562	0.759	0.033698	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	CTTN	2017	Q14247	cortactin	cytoskeletal protein; transcription factor	67	0.6	0.586	0.057609	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	CISH	1154	Q9NSE2	cytokine inducible SH2 containing protein	enzyme modulator	109	0.541	0.724	0.0030568	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MAP3K20	51776	Q9NYL2	mitogen-activated protein kinase kinase kinase 20	kinase; transferase	46	0.645	0.448		0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	ICK	22858	Q9UPZ9	intestinal cell kinase	kinase; transferase	88	0.602	0.621	6.7292e-06	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	BRD1	23774	O95696	bromodomain containing 1	nucleic acid binding; transcription factor	23	0.696	0.345	0.99952	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	S1PR1	1901	P21453	sphingosine-1-phosphate receptor 1	receptor	45	0.639	0.483	0.73859	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	DUSP1	1843	P28562	dual specificity phosphatase 1		120	0.528	0.69	0.011226	0.01	no reported evidence		1	0	2007.0	2007.0
Heart failure	C0018801	DPYS	1807	Q14117	dihydropyrimidinase	hydrolase; protease	58	0.681	0.414	4.78e-11	0.01	no reported evidence	1.0	1	0	1992.0	1992.0
Heart failure	C0018801	DPYD	1806	Q12882	dihydropyrimidine dehydrogenase	oxidoreductase	191	0.52	0.69	5.6873e-22	0.01	no reported evidence	1.0	1	0	1992.0	1992.0
Heart failure	C0018801	DPP4	1803	P27487	dipeptidyl peptidase 4	enzyme modulator; hydrolase; protease	169	0.5	0.69	8.483e-09	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	ECD	11319	O95905	ecdysoneless cell cycle regulator		15	0.735	0.345	1.3321e-12	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	DNM2	1785	P50570	dynamin 2	cytoskeletal protein; enzyme modulator; hydrolase	155	0.54	0.655	0.99997	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	DNASE1	1773	P24855	deoxyribonuclease 1		72	0.588	0.552	1.0454e-20	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	DAPK2	23604	Q9UIK4	death associated protein kinase 2	kinase; transferase	42	0.636	0.552	4.3645e-10	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	NNT	23530	Q13423	nicotinamide nucleotide transhydrogenase	oxidoreductase	20	0.72	0.241	0.99246	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	ERN1	2081	O75460	endoplasmic reticulum to nucleus signaling 1	kinase; transferase	67	0.588	0.69	0.9972	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	PDS5B	23047	Q9NTI5	PDS5 cohesin associated factor B	nucleic acid binding	14	0.743	0.345	1.0	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	FRMD4B	23150	Q9Y2L6	FERM domain containing 4B		6	0.857	0.172	0.27266	0.01	no reported evidence	1.0	1	1	2010.0	2010.0
Heart failure	C0018801	GPD1L	23171	Q8N335	glycerol-3-phosphate dehydrogenase 1 like	oxidoreductase	18	0.707	0.207	0.044216	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	ARC	23237	Q7LC44	activity regulated cytoskeleton associated protein		41	0.636	0.517	0.60187	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	PDS5A	23244	Q29RF7	PDS5 cohesin associated factor A	nucleic acid binding	8	0.834	0.276	1.0	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	EPHA3	2042	P29320	EPH receptor A3		95	0.552	0.586	1.4417e-05	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	ELN	2006	P15502	elastin		412	0.455	0.828	2.3421e-14	0.01	no reported evidence	1.0	1	0	1994.0	1994.0
Heart failure	C0018801	ZFPM2	23414	Q8WW38	zinc finger protein, FOG family member 2	nucleic acid binding; transcription factor	107	0.582	0.552	1.0	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	DCN	1634	P07585	decorin		164	0.505	0.69	0.23191	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Heart failure	C0018801	CPT2	1376	P23786	carnitine palmitoyltransferase 2	transferase	150	0.596	0.483	5.0588e-10	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	EHD3	30845	Q9NZN3	EH domain containing 3	calcium-binding protein; enzyme modulator; membrane traffic protein	20	0.743	0.138	0.047606	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CTSB	1508	P07858	cathepsin B	enzyme modulator; hydrolase; protease	192	0.49	0.828	3.3349e-11	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Heart failure	C0018801	NR1I2	8856	O75469	nuclear receptor subfamily 1 group I member 2	nucleic acid binding; receptor; transcription factor	263	0.455	0.793	6.153e-09	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	RMDN1	51115	Q96DB5	regulator of microtubule dynamics 1		54	0.616	0.69	3.5432e-09	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	GP6	51206	Q9HCN6	glycoprotein VI platelet	defense/immunity protein; enzyme modulator; receptor	55	0.639	0.448	1.5587e-11	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	CST3	1471	P01034	cystatin C		167	0.5	0.724	0.0038631	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CSF1	1435	P09603	colony stimulating factor 1		153	0.51	0.655	0.99155	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	CRMP1	1400	Q14194	collapsin response mediator protein 1	hydrolase; protease	45	0.624	0.621	0.99289	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	GDE1	51573	Q9NZC3	glycerophosphodiester phosphodiesterase 1		134	0.524	0.724	6.7784e-06	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	KCNIP2	30819	Q9NS61	potassium voltage-gated channel interacting protein 2		4	0.857	0.103	0.013333	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	RMC1	29919	Q96DM3	regulator of MON1-CCZ1		65	0.598	0.483		0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	VPS4A	27183	Q9UN37	vacuolar protein sorting 4 homolog A	cytoskeletal protein	7	0.815	0.172	0.92763	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	EIF3K	27335	Q9UBQ5	eukaryotic translation initiation factor 3 subunit K		53	0.639	0.483	0.0018322	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	SLC27A6	28965	Q9Y2P4	solute carrier family 27 member 6	ligase	9	0.785	0.207	2.4441e-16	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	DBH	1621	P09172	dopamine beta-hydroxylase		105	0.557	0.621	3.9275e-10	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	DAG1	1605	Q14118	dystroglycan 1	receptor	180	0.522	0.655	0.96884	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CYP2J2	1573	P51589	cytochrome P450 family 2 subfamily J member 2		45	0.659	0.414	1.8323e-15	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	TBK1	29110	Q9UHD2	TANK binding kinase 1	kinase; transferase	104	0.569	0.69	0.19715	0.01	no reported evidence	0.0	1	0	2015.0	2015.0
Heart failure	C0018801	CYP2E1	1571	P05181	cytochrome P450 family 2 subfamily E member 1		212	0.473	0.759	3.8507e-07	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	GNL2	29889	Q13823	G protein nucleolar 2		2	0.928	0.034	0.00012348	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	RTEL1	51750	Q9NZ71	regulator of telomere elongation helicase 1	nucleic acid binding	213	0.509	0.621	1.6477e-08	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Heart failure	C0018801	COPD	260431		Pulmonary disease, chronic obstructive, severe early-onset		68	0.609	0.552		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MIR199B	406978		microRNA 199b		29	0.676	0.345		0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	MIR22	407004		microRNA 22		94	0.554	0.621		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR23A	407010		microRNA 23a		75	0.572	0.621		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	GRK3	157	P35626	G protein-coupled receptor kinase 3	kinase; transferase	29	0.672	0.448		0.01	no reported evidence	0.0	1	0	1994.0	1994.0
Heart failure	C0018801	MIR27B	407019		microRNA 27b		65	0.59	0.552		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MIR34A	407040		microRNA 34a		220	0.47	0.759		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	MIR99A	407055		microRNA 99a		46	0.621	0.517		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	MIR324	442898		microRNA 324		20	0.72	0.379		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MIR328	442901		microRNA 328		39	0.63	0.414		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	AKR1B1	231	P15121	aldo-keto reductase family 1 member B	oxidoreductase	132	0.536	0.621	0.00014514	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR195	406971		microRNA 195		93	0.547	0.552		0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	GIGYF1	64599	O75420	GRB10 interacting GYF protein 1		9	0.799	0.138	1.0725e-06	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	MALAT1	378938		metastasis associated lung adenocarcinoma transcript 1		129	0.519	0.724		0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	MIR100	406892		microRNA 100		90	0.551	0.69		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	MIR126	406913		microRNA 126		142	0.51	0.621		0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	MIR134	406924		microRNA 134		57	0.614	0.517		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	MIR137	406928		microRNA 137		97	0.561	0.621		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR142	406934		microRNA 142		91	0.557	0.621		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MIR17	406952		microRNA 17		123	0.524	0.724		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR18A	406953		microRNA 18a		66	0.586	0.621		0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	MIR340	442908		microRNA 340		42	0.642	0.345		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MIR342	442909		microRNA 342		44	0.636	0.483		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	TRIM72	493829	Q6ZMU5	tripartite motif containing 72		9	0.815	0.138	0.00021778	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	BACE1-AS	100379571		BACE1 antisense RNA		5	0.857	0.138		0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	APELA	100506013	P0DMC3	apelin receptor early endogenous ligand		17	0.752	0.517		0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Heart failure	C0018801	ADCY6	112	O43306	adenylate cyclase 6		26	0.743	0.379	0.0036724	0.01	no reported evidence		1	0	2006.0	2006.0
Heart failure	C0018801	MIR4491	100616330		microRNA 4491		2	0.928	0.034		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	NPY4R2	100996758	P50391	neuropeptide Y receptor Y4-2		2	0.928	0.034		0.01	no reported evidence	0.0	1	0	2004.0	2004.0
Heart failure	C0018801	ABCA4	24	P78363	ATP binding cassette subfamily A member 4	transporter	180	0.52	0.793	5.8485e-47	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	OPN1MW3	101060233	P04001;P0DN77;P0DN78	opsin 1, medium wave sensitive 3	receptor	15	0.743	0.31		0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	AK6	102157402	Q9Y3D8	adenylate kinase 6		10	0.785	0.241		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	LOC105379861	105379861		neuropeptide Y receptor type 4		2	0.928	0.034		0.01	no reported evidence	0.0	1	0	2004.0	2004.0
Heart failure	C0018801	MIR208B	100126336		microRNA 208b		13	0.752	0.31		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	MIR665	100126315		microRNA 665		7	0.834	0.138		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	ADORA2A	135	P29274	adenosine A2a receptor	receptor	163	0.537	0.69	0.59913	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR425	494337		microRNA 425		32	0.676	0.276		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	ADD1	118	P35611	adducin 1	cytoskeletal protein	56	0.607	0.517	0.99071	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	NCF1	653361	P14598	neutrophil cytosolic factor 1		129	0.546	0.759	0.00017128	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MIR539	664612		microRNA 539		21	0.72	0.172		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	OPN1MW2	728458	P04001;P0DN77;P0DN78	opsin 1, medium wave sensitive 2	receptor	16	0.735	0.379	0.2439	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	CCR2	729230	P41597	C-C motif chemokine receptor 2		225	0.471	0.793	0.024811	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	RNA18SN5	100008588		RNA, 18S ribosomal N5		10	0.762	0.379		0.01	no reported evidence	1.0	1	0	1990.0	1990.0
Heart failure	C0018801	MIR675	100033819		microRNA 675		36	0.656	0.379		0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	LOC107984055	107984055		medium-wave-sensitive opsin 1		16	0.735	0.379		0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	SCARB2	950	Q14108	scavenger receptor class B member 2	receptor	84	0.633	0.483	0.0001125	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	BNIP3L	665	O60238	BCL2 interacting protein 3 like		30	0.696	0.379	0.16727	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	NOX5	79400	Q96PH1	NADPH oxidase 5	oxidoreductase	41	0.652	0.345	8.1044e-28	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	ZC3H12A	80149	Q5D1E8	zinc finger CCCH-type containing 12A	nucleic acid binding	51	0.636	0.552	0.14187	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Heart failure	C0018801	BMPR2	659	Q13873	bone morphogenetic protein receptor type 2	kinase; receptor; transferase	96	0.573	0.552	0.99996	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	BMPR1A	657	P36894	bone morphogenetic protein receptor type 1A	kinase; receptor; transferase	87	0.58	0.517	0.85155	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	BMP4	652	P12644	bone morphogenetic protein 4	signaling molecule	224	0.477	0.724	0.95584	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	TCHP	84260	Q9BT92	trichoplein keratin filament binding		124	0.52	0.759	2.52e-16	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	BDNF	627	P23560	brain derived neurotrophic factor	signaling molecule	591	0.382	0.828	0.69969	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	SPZ1	84654	Q9BXG8	spermatogenic leucine zipper 1		101	0.538	0.655		0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CALCR	799	P30988	calcitonin receptor		73	0.588	0.586	3.3373e-07	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	FKRP	79147	Q9H9S5	fukutin related protein		227	0.514	0.586	6.35e-05	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	CD36	948	P16671	CD36 molecule	receptor	180	0.505	0.828	6.5675e-61	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CCK	885	P06307	cholecystokinin		164	0.513	0.655	3.9318e-05	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	GORASP1	64689	Q9BQQ3	golgi reassembly stacking protein 1		159	0.499	0.793	0.019605	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	PINK1	65018	Q9BXM7	PTEN induced putative kinase 1	kinase; receptor; transferase	96	0.577	0.586	1.034e-10	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	CDK15	65061	Q96Q40	cyclin dependent kinase 15	kinase; transferase	19	0.727	0.448	1.4399e-17	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CASP1	834	P29466	caspase 1	enzyme modulator; hydrolase; protease	213	0.468	0.828	0.00018521	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	WNK1	65125	Q9H4A3	WNK lysine deficient protein kinase 1	kinase; transferase	253	0.472	0.793	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	CAST	831	P20810	calpastatin		92	0.565	0.724	3.8746e-12	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	CAMK2D	817	Q13557	calcium/calmodulin dependent protein kinase II delta		10	0.773	0.276	0.0080475	0.01	no reported evidence		1	0	2007.0	2007.0
Heart failure	C0018801	HCN2	610	Q9UL51	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2		16	0.713	0.172	0.84401	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	BAD	572	Q92934	BCL2 associated agonist of cell death		77	0.579	0.552	0.0049369	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	AVPR1A	552	P37288	arginine vasopressin receptor 1A	receptor	33	0.681	0.414	5.4627e-06	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	APOE	348	P02649	apolipoprotein E		770	0.352	0.931	0.0017371	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	APOA1	335	P02647	apolipoprotein A1		255	0.463	0.759	0.00054889	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Heart failure	C0018801	KLF14	136259	Q8TD94	Kruppel like factor 14	nucleic acid binding; transcription factor	21	0.743	0.172	0.016592	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	XIAP	331	P98170	X-linked inhibitor of apoptosis	enzyme modulator	184	0.499	0.759	0.93063	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	ANXA6	309	P08133	annexin A6		79	0.569	0.724	1.0657e-08	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Heart failure	C0018801	RMDN2	151393	Q96LZ7	regulator of microtubule dynamics 2		58	0.604	0.69	5.6468e-23	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	DHRS7C	201140	A6NNS2	dehydrogenase/reductase 7C		2	0.928	0.034	2.228e-07	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	ANK2	287	Q01484	ankyrin 2		40	0.663	0.345	1.0	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	PRSS55	203074	Q6UWB4	serine protease 55	hydrolase; protease	94	0.547	0.655	2.9141e-11	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	XIRP2	129446	A4UGR9	xin actin binding repeat containing 2	cytoskeletal protein	7	0.834	0.207	4.5599e-51	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	AQP2	359	P41181	aquaporin 2	transporter	71	0.648	0.448	2.4372e-06	0.01	no reported evidence		1	0	2004.0	2004.0
Heart failure	C0018801	MLIP	90523	Q5VWP3	muscular LMNA interacting protein		11	0.785	0.241	3.3341e-16	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	NEXN	91624	Q0ZGT2	nexilin F-actin binding protein	transmembrane receptor regulatory/adaptor protein	17	0.743	0.138	4.6118e-11	0.01	no reported evidence	0.0	1	0	2009.0	2009.0
Heart failure	C0018801	ATP2B4	493	P23634	ATPase plasma membrane Ca2+ transporting 4	hydrolase; transporter	27	0.713	0.483	0.00075748	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	ATF3	467	P18847	activating transcription factor 3	transcription factor	136	0.517	0.69	0.1029	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	MYOCD	93649	Q8IZQ8	myocardin		42	0.659	0.483	0.39276	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	MUC16	94025	Q8WXI7	mucin 16, cell surface associated		80	0.58	0.517	1.1209e-109	0.01	no reported evidence		1	0	2007.0	2007.0
Heart failure	C0018801	OPN4	94233	Q9UHM6	opsin 4	receptor	29	0.672	0.448	4.2466e-13	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	ARRB2	409	P32121	arrestin beta 2	enzyme modulator	62	0.604	0.621	0.43396	0.01	no reported evidence	0.0	1	0	1994.0	1994.0
Heart failure	C0018801	ARG1	383	P05089	arginase 1	hydrolase	128	0.551	0.724	0.000326	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	TPCN2	219931	Q8NHX9	two pore segment channel 2		13	0.799	0.207	2.9989e-10	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	ESRRA	2101	P11474	estrogen related receptor alpha	nucleic acid binding; receptor; transcription factor	52	0.619	0.414	0.56156	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	P2RX7	5027	Q99572	purinergic receptor P2X 7	receptor; transporter	165	0.503	0.759	3.0454e-11	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	CNOT3	4849	O75175	CCR4-NOT transcription complex subunit 3	transcription factor	8	0.815	0.276	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	NME3	4832	Q13232	NME/NM23 nucleoside diphosphate kinase 3		9	0.815	0.172	5.2545e-06	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	NGF	4803	P01138	nerve growth factor	signaling molecule	353	0.426	0.862	0.76021	0.01	no reported evidence	1.0	1	0	2000.0	2000.0
Heart failure	C0018801	STAT4	6775	Q14765	signal transducer and activator of transcription 4	nucleic acid binding; transcription factor	161	0.515	0.69	0.78288	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	STC1	6781	P52823	stanniocalcin 1	signaling molecule	83	0.575	0.621	0.1889	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	STIM1	6786	Q13586	stromal interaction molecule 1		147	0.554	0.655	0.95692	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	SYT1	6857	P21579	synaptotagmin 1	membrane traffic protein	183	0.484	0.828	0.60372	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	NFE2L1	4779	Q14494	nuclear factor, erythroid 2 like 1	cytoskeletal protein; hydrolase; nucleic acid binding; transcription factor	11	0.752	0.345	0.99883	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	TERF2	7014	Q15554	telomeric repeat binding factor 2		69	0.59	0.552	0.98871	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	SPTBN1	6711	Q01082	spectrin beta, non-erythrocytic 1		36	0.667	0.483	1.0	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	NOTCH3	4854	Q9UM47	notch 3		312	0.469	0.69	0.86965	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	SOX3	6658	P41225	SRY-box 3	transcription factor	93	0.559	0.655	0.47456	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	SLC18A3	6572	Q16572	solute carrier family 18 member A3		30	0.713	0.379	0.4593	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	P2RX1	5023	P51575	purinergic receptor P2X 1	receptor; transporter	33	0.696	0.414	8.8049e-11	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Heart failure	C0018801	SLN	6588	O00631	sarcolipin		22	0.707	0.31	0.29431	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	SUMO3	6612	P55854	small ubiquitin-like modifier 3		21	0.701	0.517	0.33442	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	SUMO2	6613	P61956	small ubiquitin-like modifier 2		24	0.696	0.448	0.87233	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	SOAT1	6646	P35610	sterol O-acyltransferase 1	transferase	185	0.484	0.793	1.3725e-08	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Heart failure	C0018801	OPRM1	4988	P35372	opioid receptor mu 1	receptor	247	0.479	0.759	4.5135e-11	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	OGN	4969	P20774	osteoglycin		12	0.785	0.172	0.00077228	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	NRF1	4899	Q16656	nuclear respiratory factor 1		33	0.659	0.586	0.99937	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	NFATC4	4776	Q14934	nuclear factor of activated T cells 4	transcription factor	20	0.727	0.345	0.83367	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
